Year;Month;Day;Death;Tmax;Tmin
1990;1;1;85;-1.39;-8.492
1990;1;2;87;0.17;-12.976
1990;1;3;87;3.71;-2.504
1990;1;4;93;5.276;-1.134
1990;1;5;89;-2.714;-8.138
1990;1;6;95;-1.276;-10.224
1990;1;7;81;1.062;-16.076
1990;1;8;104;3.4;-5.692
1990;1;9;89;2.648;-8.404
1990;1;10;89;0.548;-3.22
1990;1;11;96;0.73;-8.502
1990;1;12;108;0.336;-4.002
1990;1;13;71;-11.6877551;-17.11020408
1990;1;14;79;-13.01020408;-24.08571429
1990;1;15;95;-5.391836735;-21.84897959
1990;1;16;83;-2.116326531;-10.6
1990;1;17;94;7.557142857;-8.208163265
1990;1;18;101;5.981632653;0.085714286
1990;1;19;88;-5.948979592;-11.73469388
1990;1;20;92;-1.208163265;-14.89183673
1990;1;21;70;-10.53469388;-16.17346939
1990;1;22;82;-3.46;-14.442
1990;1;23;92;0.588;-11.026
1990;1;24;79;5.788;-7.07
1990;1;25;88;7.224;-0.144
1990;1;26;93;2.924;0.238
1990;1;27;70;5.778;-6.786
1990;1;28;92;3.878;-2.948
1990;1;29;91;0.832;-5.714
1990;1;30;98;-0.84;-3.654
1990;1;31;66;1.51;-8.91
1990;2;1;92;5.004;-5.952
1990;2;2;68;-8.384;-13.692
1990;2;3;96;-12.282;-21.966
1990;2;4;75;-10.132;-17.014
1990;2;5;68;-2.188;-24.192
1990;2;6;81;2.38;-12.16
1990;2;7;73;2.688;-11.808
1990;2;8;72;6.18;-8.678
1990;2;9;86;7.188;-0.22
1990;2;10;85;3.064;-2.1
1990;2;11;74;-1.352;-7.166
1990;2;12;75;-3.206;-16.086
1990;2;13;76;3.024;-11.894
1990;2;14;85;-5.012;-9.944
1990;2;15;74;-5.708;-13.246
1990;2;16;89;-1.952;-9.978
1990;2;17;64;-8.116;-14.53
1990;2;18;74;-1.592;-24.472
1990;2;19;80;1.594;-14.642
1990;2;20;83;-7.778;-18.868
1990;2;21;80;4.722;-18.492
1990;2;22;76;7.756;-2.068
1990;2;23;73;-1.306;-4.33
1990;2;24;68;-8.334;-14.02
1990;2;25;81;-13.24;-17.95
1990;2;26;83;-9.902;-24.69
1990;2;27;72;-3.262;-17.366
1990;2;28;80;-8.05;-18.168
1990;3;1;83;1.594;-19.57
1990;3;2;77;6.064;-1.518
1990;3;3;85;-3.706;-9.312
1990;3;4;71;-7.982;-14.952
1990;3;5;103;-8.76;-20.312
1990;3;6;57;-8.77;-20.846
1990;3;7;76;-5.794;-20.616
1990;3;8;70;1.164;-16.494
1990;3;9;79;5.808;-10.156
1990;3;10;85;5.668;-7.942
1990;3;11;96;8;-0.438
1990;3;12;78;8.552;-1.648
1990;3;13;91;5.144;0.442
1990;3;14;78;5.859183673;0.42244898
1990;3;15;78;9.063265306;0.614285714
1990;3;16;84;14.98979592;0.202040816
1990;3;17;64;10.34489796;4.824489796
1990;3;18;69;5.893877551;1.483673469
1990;3;19;76;6.106122449;-2.675510204
1990;3;20;85;2.826530612;-0.52244898
1990;3;21;78;6.781632653;-0.6
1990;3;22;80;9.644897959;-4
1990;3;23;56;3.818367347;-4.697959184
1990;3;24;75;-0.767346939;-9.987755102
1990;3;25;66;3.057142857;-7.92244898
1990;3;26;61;0.087755102;-7.4
1990;3;27;72;-2.564;-15.388
1990;3;28;88;2.38;-8.93
1990;3;29;77;0.762;-12.638
1990;3;30;78;4.33;-9.418
1990;3;31;74;5.392;-1.082
1990;4;1;61;9.226;0.024
1990;4;2;66;5.760784314;1.582352941
1990;4;3;82;5.258823529;1.576470588
1990;4;4;68;6.715686275;1.733333333
1990;4;5;68;4.22745098;0.852941176
1990;4;6;72;2.907843137;-2.233333333
1990;4;7;80;3.005882353;-5.211764706
1990;4;8;65;6.023529412;-5.562745098
1990;4;9;76;9.937254902;-3.911764706
1990;4;10;71;3.598039216;-0.384313725
1990;4;11;82;1.366666667;-2.584313725
1990;4;12;69;-0.11372549;-7.1
1990;4;13;58;5.588235294;-8.615686275
1990;4;14;80;8.221568627;-2.517647059
1990;4;15;65;10.17647059;2.949019608
1990;4;16;70;8.005882353;0.876470588
1990;4;17;76;8.378431373;-0.07254902
1990;4;18;64;4.992156863;-5.174509804
1990;4;19;69;14.8745098;-2.333333333
1990;4;20;69;13.04313725;5.252941176
1990;4;21;61;12.89411765;5.339215686
1990;4;22;86;17.78235294;-1.056862745
1990;4;23;66;15.38235294;3.180392157
1990;4;24;66;18.62941176;0.778431373
1990;4;25;67;14.12941176;7.288235294
1990;4;26;85;24.49607843;8.639215686
1990;4;27;81;30.15098039;14.06666667
1990;4;28;85;23.89215686;12.16666667
1990;4;29;65;23.61960784;8.554901961
1990;4;30;73;23.10588235;10.7254902
1990;5;1;61;23.03921569;11.53333333
1990;5;2;61;12.14313725;4.366666667
1990;5;3;66;15.56862745;-0.905882353
1990;5;4;80;18.1;0.42745098
1990;5;5;71;10.20392157;5.864705882
1990;5;6;74;14.48823529;1.864705882
1990;5;7;75;14.96666667;4.015686275
1990;5;8;77;17.48431373;1.807843137
1990;5;9;75;22.64313725;7.354901961
1990;5;10;71;23.05490196;9.888235294
1990;5;11;81;10.50196078;4.756862745
1990;5;12;77;17.81372549;1.360784314
1990;5;13;76;13.342;7.23
1990;5;14;69;21.47843137;3.464705882
1990;5;15;77;17.06078431;6.909803922
1990;5;16;82;18.04509804;5.82745098
1990;5;17;61;13.70784314;9.633333333
1990;5;18;66;14.51764706;8.378431373
1990;5;19;57;11.16666667;5.596078431
1990;5;20;56;12.17058824;3.884313725
1990;5;21;74;10.85098039;5.482352941
1990;5;22;65;11.61764706;3.692156863
1990;5;23;57;13.83921569;4.37254902
1990;5;24;78;19.52156863;2.003921569
1990;5;25;70;20.95490196;4.11372549
1990;5;26;75;24.51960784;3.947058824
1990;5;27;92;25.91372549;6.578431373
1990;5;28;91;25.93529412;8.290196078
1990;5;29;71;14.55686275;5.574509804
1990;5;30;71;16.97254902;6.456862745
1990;5;31;65;21.07647059;5.309803922
1990;6;1;74;26.31764706;11.23921569
1990;6;2;95;27.24901961;11.49803922
1990;6;3;76;24.73529412;17.48039216
1990;6;4;73;14.54313725;10.16078431
1990;6;5;67;14.28235294;3.531372549
1990;6;6;68;17.22745098;3.335294118
1990;6;7;78;22.14313725;8.868627451
1990;6;8;74;23.76862745;6.549019608
1990;6;9;57;19.62941176;13.05686275
1990;6;10;56;18.23137255;12.91568627
1990;6;11;81;22.41372549;10.78627451
1990;6;12;76;25.91764706;6.892156863
1990;6;13;60;23.52745098;12.85490196
1990;6;14;73;27.86470588;16.9627451
1990;6;15;76;25.60196078;17.90588235
1990;6;16;67;28.00392157;16.9
1990;6;17;67;28.472;16.778
1990;6;18;80;27.454;19.468
1990;6;19;58;21.756;15.4
1990;6;20;60;17.986;11.08
1990;6;21;67;19.004;13.332
1990;6;22;75;25.998;14.25
1990;6;23;64;23.828;16.074
1990;6;24;71;22.296;14.88
1990;6;25;81;23.358;14.364
1990;6;26;75;26.674;13.686
1990;6;27;77;22.254;16.13
1990;6;28;69;19.726;9.668
1990;6;29;100;17.93;8.796
1990;6;30;66;22.544;11.352
1990;7;1;56;22.31764706;14.30980392
1990;7;2;67;25.89607843;10.83333333
1990;7;3;76;25.56078431;14.18823529
1990;7;4;65;24.37058824;18.11372549
1990;7;5;54;20.74313725;14.7
1990;7;6;60;20.47647059;7.529411765
1990;7;7;90;23.46666667;7.670588235
1990;7;8;68;24.8745098;10.80392157
1990;7;9;65;26.81372549;16.89411765
1990;7;10;56;23.83921569;15.69019608
1990;7;11;72;23.87843137;10.42156863
1990;7;12;58;21.42941176;10.57647059
1990;7;13;71;24.45882353;8.28627451
1990;7;14;80;26.86666667;10.32745098
1990;7;15;55;28.29803922;18.2
1990;7;16;83;26.84509804;20.91372549
1990;7;17;63;27.69803922;16.76470588
1990;7;18;76;29.91764706;19.54313725
1990;7;19;84;27.8372549;20.19215686
1990;7;20;80;22.57254902;16.99019608
1990;7;21;80;26.59019608;16.24509804
1990;7;22;71;26.34901961;15.86078431
1990;7;23;81;20.62156863;16.55882353
1990;7;24;55;25.21568627;15.7372549
1990;7;25;92;27.35294118;14.83921569
1990;7;26;73;29.30392157;14.92745098
1990;7;27;63;30.01568627;15.70588235
1990;7;28;67;30.44117647;16.17843137
1990;7;29;81;30.74901961;15.81568627
1990;7;30;65;30.96862745;17.92156863
1990;7;31;77;21.44705882;15.27254902
1990;8;1;70;25.10392157;11.9627451
1990;8;2;71;28.2745098;13.16862745
1990;8;3;65;29.29607843;16.97254902
1990;8;4;71;29.98627451;16.2254902
1990;8;5;72;27.566;17.812
1990;8;6;56;21.214;17.438
1990;8;7;66;20.702;16.93
1990;8;8;59;25.48;14.678
1990;8;9;64;26.368;13.556
1990;8;10;78;24.674;17.218
1990;8;11;80;26.278;17.916
1990;8;12;49;25.752;16.064
1990;8;13;63;17.73;14.844
1990;8;14;71;23.614;12.61
1990;8;15;68;22.902;13.686
1990;8;16;61;25.706;14.114
1990;8;17;79;28.682;15.038
1990;8;18;60;27.554;15.714
1990;8;19;66;19.62352941;9.292
1990;8;20;46;22.20588235;7.135294118
1990;8;21;73;23.48235294;7.843137255
1990;8;22;73;25.71960784;8.743137255
1990;8;23;61;27.08823529;11.40784314
1990;8;24;71;27.25882353;12.85294118
1990;8;25;75;28.8254902;17.20784314
1990;8;26;74;29.82352941;17.56470588
1990;8;27;84;27.01372549;18.41960784
1990;8;28;67;28.44705882;14.63529412
1990;8;29;56;24.23137255;15.94313725
1990;8;30;56;23.03333333;9.647058824
1990;8;31;79;26.07647059;11.50980392
1990;9;1;79;26.54901961;12.8254902
1990;9;2;72;22.93137255;16.05098039
1990;9;3;59;21.06078431;8.752941176
1990;9;4;65;23.87647059;5.745098039
1990;9;5;79;21.16078431;15.11176471
1990;9;6;76;23.88235294;11.55882353
1990;9;7;71;19.33921569;12.0627451
1990;9;8;61;17.63333333;1.9
1990;9;9;64;20.1;4.48627451
1990;9;10;66;18.46862745;8.788235294
1990;9;11;71;19.87058824;11.14117647
1990;9;12;69;23.93921569;6.074509804
1990;9;13;68;19.78431373;11.96862745
1990;9;14;67;25.89019608;12.75098039
1990;9;15;73;18.69019608;9.523529412
1990;9;16;64;13.54705882;6.443137255
1990;9;17;65;10.53921569;3.719607843
1990;9;18;69;12.41568627;3.7
1990;9;19;64;15.95882353;1.517647059
1990;9;20;73;14.39607843;8.370588235
1990;9;21;56;15.56862745;7.717647059
1990;9;22;78;14.6745098;9.258823529
1990;9;23;72;16.01372549;7.833333333
1990;9;24;61;12.30196078;5.452941176
1990;9;25;65;17.7254902;8.223529412
1990;9;26;58;17.32941176;9.094117647
1990;9;27;75;20.18235294;11.05098039
1990;9;28;70;22.35882353;9.774509804
1990;9;29;63;14.09411765;10.83921569
1990;9;30;57;14.71372549;8.809803922
1990;10;1;72;11.62156863;5.62745098
1990;10;2;71;10.91568627;5.737254902
1990;10;3;75;16.51176471;1.515686275
1990;10;4;65;17.56078431;8.390196078
1990;10;5;70;16.81372549;8.368627451
1990;10;6;73;25.55098039;9.194117647
1990;10;7;73;16.53137255;10.74705882
1990;10;8;76;8.935294118;5.896078431
1990;10;9;72;6.735294118;4.747058824
1990;10;10;74;12.55490196;4.27254902
1990;10;11;78;16.71568627;6.866666667
1990;10;12;70;14.60784314;11.46078431
1990;10;13;69;16.3372549;10.4745098
1990;10;14;88;17.01764706;9.835294118
1990;10;15;69;16.40196078;6.662745098
1990;10;16;80;13.99607843;3.421568627
1990;10;17;62;13.14313725;3.629411765
1990;10;18;73;21.97843137;7.296078431
1990;10;19;80;7.198039216;2.747058824
1990;10;20;53;8.133333333;-2.180392157
1990;10;21;71;16.91764706;-1.949019608
1990;10;22;93;12.30784314;8.039215686
1990;10;23;73;7.294117647;2.976470588
1990;10;24;74;8.288235294;3.811764706
1990;10;25;75;8.907843137;-0.360784314
1990;10;26;71;5.607843137;0.788235294
1990;10;27;73;6.384313725;-5.670588235
1990;10;28;66;7.349019608;-0.256862745
1990;10;29;64;4.68627451;-0.501960784
1990;10;30;65;7.915686275;-4.803921569
1990;10;31;56;10.93529412;-1.739215686
1990;11;1;73;9.288235294;-2.037254902
1990;11;2;70;17.88039216;0.415686275
1990;11;3;83;17.92156863;10.18431373
1990;11;4;65;17.152;6.416
1990;11;5;77;5.34;-1.276
1990;11;6;81;6.156;0.524
1990;11;7;68;1.846;-1.61
1990;11;8;86;1.322;-4.196
1990;11;9;87;2.106;-7.394
1990;11;10;83;2.628;-1.812
1990;11;11;74;0.24;-2.752
1990;11;12;79;-3.056;-6.566
1990;11;13;68;-1.148;-8.226
1990;11;14;81;3.608;-5.838
1990;11;15;58;11.628;-2.788
1990;11;16;67;12.382;4.364
1990;11;17;69;3.424;-1.712
1990;11;18;67;0.38;-6.12
1990;11;19;81;0.8;-6.086
1990;11;20;74;4.088;-5.916
1990;11;21;68;3.71;-1.812
1990;11;22;74;5.896;-2.972
1990;11;23;77;9.216;2.554
1990;11;24;81;5.248;1.13
1990;11;25;70;5.522;-0.554
1990;11;26;64;1.482;-5.662
1990;11;27;67;9.468;-6.346
1990;11;28;65;18.59;4.226
1990;11;29;69;5.756;0.252
1990;11;30;63;2.491836735;-5.472
1990;12;1;78;6.684;-2.544
1990;12;2;79;6.466;-0.386
1990;12;3;72;-0.22;-8.302
1990;12;4;89;1.586;-5.376
1990;12;5;65;-3.16;-8.82
1990;12;6;81;1.258;-11.342
1990;12;7;52;2.588;-8.548
1990;12;8;75;3.604;-5.974
1990;12;9;74;4.176;-5.808
1990;12;10;76;3.284;-6.666
1990;12;11;74;-6.882;-13.822
1990;12;12;66;3.65;-12.078
1990;12;13;69;5.476;-4.918
1990;12;14;82;-6.7;-14.598
1990;12;15;83;-2.306;-12.906
1990;12;16;71;-1.836;-7.886
1990;12;17;73;0.55;-8.594
1990;12;18;74;3.04;-8.986
1990;12;19;65;-1.526;-7.528
1990;12;20;78;-4.96;-18.158
1990;12;21;76;2.88;-13.85
1990;12;22;89;5.458;-0.946
1990;12;23;68;4.692;-0.198
1990;12;24;77;-4.328;-9.2
1990;12;25;66;-3.702;-17.896
1990;12;26;86;-7.554;-13.604
1990;12;27;81;-8.218;-19.908
1990;12;28;77;0.546;-17.834
1990;12;29;71;5.994;-5.752
1990;12;30;75;3.326;-1.728
1990;12;31;88;-12.09;-18.058
1991;1;1;74;-0.646938776;-21.10612245
1991;1;2;76;0.312244898;-8.363265306
1991;1;3;78;-6.879591837;-19.81836735
1991;1;4;75;-3.630612245;-12.57959184
1991;1;5;76;-2.202040816;-9.134693878
1991;1;6;83;-2.43125;-8.575
1991;1;7;98;-12.00625;-19.98541667
1991;1;8;69;-12.81875;-27.04166667
1991;1;9;77;-4.783333333;-21.28333333
1991;1;10;86;-12.32291667;-18.4375
1991;1;11;93;-12.06041667;-27.55833333
1991;1;12;88;-9.108333333;-18.44583333
1991;1;13;98;-6.775;-18.91875
1991;1;14;78;-1.84375;-14.77083333
1991;1;15;91;-0.5875;-5.933333333
1991;1;16;75;1.58125;-6.514583333
1991;1;17;62;0.84375;-2.110416667
1991;1;18;88;-0.964583333;-8.1625
1991;1;19;74;0.4125;-20.38958333
1991;1;20;77;0.969387755;-14.64081633
1991;1;21;84;-17.196;-25.17142857
1991;1;22;80;-13.7;-28.428
1991;1;23;97;-3.212;-24.742
1991;1;24;93;-5.874;-14.392
1991;1;25;65;-15.748;-29.386
1991;1;26;88;-5.95;-27.474
1991;1;27;80;-0.87;-11.152
1991;1;28;89;1.022;-6.444
1991;1;29;87;-7.328;-13.976
1991;1;30;93;-5.746;-12.706
1991;1;31;83;-7.468;-14.608
1991;2;1;73;-9.173809524;-20.87857143
1991;2;2;94;3.392857143;-24.38809524
1991;2;3;82;7.073809524;-2.778571429
1991;2;4;88;8.65952381;0.307142857
1991;2;5;74;8.235714286;1.678571429
1991;2;6;76;2.661904762;-0.288095238
1991;2;7;95;3.271428571;-0.285714286
1991;2;8;85;5.373809524;-2.597619048
1991;2;9;75;4.492857143;-3.3
1991;2;10;73;-2.497560976;-8.304878049
1991;2;11;80;-9.704878049;-14.75121951
1991;2;12;80;-9.180487805;-20.77317073
1991;2;13;83;-4.07804878;-14.6
1991;2;14;85;-2.787804878;-12.24146341
1991;2;15;77;-1.048780488;-10.73658537
1991;2;16;85;-6.62195122;-22.00487805
1991;2;17;72;-3.141463415;-16.19512195
1991;2;18;83;-2.258536585;-22.68780488
1991;2;19;81;4.402439024;-11.91463415
1991;2;20;82;3.858536585;-0.273170732
1991;2;21;73;2.714634146;-2.502439024
1991;2;22;72;3.048780488;-4.719512195
1991;2;23;88;-9.963414634;-20.43902439
1991;2;24;74;-5.792682927;-17.05609756
1991;2;25;64;-4.243902439;-19.57073171
1991;2;26;75;-3.173170732;-19.91219512
1991;2;27;71;-4.219512195;-12.1097561
1991;2;28;84;-1.548780488;-14.43170732
1991;3;1;78;3.556097561;-7.351219512
1991;3;2;72;7.917073171;-1.86097561
1991;3;3;83;-0.675609756;-6.36097561
1991;3;4;74;-1.580487805;-6.082926829
1991;3;5;72;-1.517073171;-7.3
1991;3;6;63;6.356097561;-9.917073171
1991;3;7;79;4.026829268;-5.412195122
1991;3;8;73;-5.375609756;-14.84146341
1991;3;9;82;-2.541463415;-14.21463415
1991;3;10;84;-4.229268293;-11.93902439
1991;3;11;80;-2.058536585;-11.19512195
1991;3;12;67;1.970731707;-5.924390244
1991;3;13;80;3.448780488;-4.392682927
1991;3;14;67;4.253658537;-2.317073171
1991;3;15;79;4.948780488;-2.056097561
1991;3;16;87;6.797560976;-4.746341463
1991;3;17;68;8.914634146;-6.165853659
1991;3;18;77;5.27804878;-3.941463415
1991;3;19;73;8.880487805;-0.002439024
1991;3;20;85;1.341463415;-2.980487805
1991;3;21;81;0.851219512;-9.665853659
1991;3;22;66;2.551219512;-8.182926829
1991;3;23;76;1.209756098;-6.012195122
1991;3;24;78;1.2675;-2.4
1991;3;25;58;2.482926829;-1.612195122
1991;3;26;72;6.3725;-1.1775
1991;3;27;69;10.7975;-0.925
1991;3;28;66;11.0425;3.4875
1991;3;29;73;3.54;-1.82
1991;3;30;69;0.4925;-8.61
1991;3;31;75;4.985;-9.46
1991;4;1;62;7.007142857;-4.914285714
1991;4;2;71;7.202380952;-1.680952381
1991;4;3;90;7.766666667;-4.514285714
1991;4;4;60;15.79761905;1.030952381
1991;4;5;76;11.99047619;2.716666667
1991;4;6;78;16.92380952;6.038095238
1991;4;7;69;17.86428571;6.730952381
1991;4;8;67;17.46190476;3.492857143
1991;4;9;67;6.85;3.952380952
1991;4;10;71;11.55;2.6
1991;4;11;72;3.54047619;-0.15952381
1991;4;12;77;6.942857143;-2.921428571
1991;4;13;64;10.01190476;-1.911904762
1991;4;14;71;13.50952381;-4.085714286
1991;4;15;76;10.65;2.792857143
1991;4;16;68;8.345238095;4.416666667
1991;4;17;67;9.171428571;2.764285714
1991;4;18;67;11.85;2.342857143
1991;4;19;69;14.16190476;1.671428571
1991;4;20;66;8.111904762;3.971428571
1991;4;21;75;7.054761905;2.816666667
1991;4;22;71;8.873809524;2.492857143
1991;4;23;75;11.64047619;3.566666667
1991;4;24;83;18.07380952;1.266666667
1991;4;25;66;17.42857143;1.973809524
1991;4;26;50;21.0547619;4.211904762
1991;4;27;82;15.66190476;5.164285714
1991;4;28;60;15.47619048;4.23E-17
1991;4;29;75;20.81666667;2.461904762
1991;4;30;62;15.07380952;8.485714286
1991;5;1;78;21.41428571;7.095238095
1991;5;2;83;13.33095238;6.814285714
1991;5;3;71;13.10238095;4.585714286
1991;5;4;83;14.06666667;2.533333333
1991;5;5;67;16.06666667;1.54047619
1991;5;6;80;12.91190476;4.60952381
1991;5;7;62;12.97380952;7.666666667
1991;5;8;69;12.91190476;6.288095238
1991;5;9;80;17.47619048;0.978571429
1991;5;10;76;21.01666667;7.485714286
1991;5;11;71;24.82380952;9.1
1991;5;12;78;24.81666667;15.30238095
1991;5;13;67;26.16190476;5.157142857
1991;5;14;75;15.14285714;8.128571429
1991;5;15;67;22.66428571;1.869047619
1991;5;16;84;30.05238095;12.28571429
1991;5;17;88;13.82619048;6.261904762
1991;5;18;59;14.35;2.119047619
1991;5;19;75;19.06190476;0.247619048
1991;5;20;75;23.08571429;4.119047619
1991;5;21;84;25.92380952;9.523809524
1991;5;22;75;24.8;13.19761905
1991;5;23;54;25.27142857;6.84047619
1991;5;24;75;30.24285714;17.00952381
1991;5;25;91;24.80238095;15.7047619
1991;5;26;77;19.98333333;9.70952381
1991;5;27;65;23.28571429;13.32619048
1991;5;28;64;25.54285714;17.28571429
1991;5;29;71;21.94285714;14.29285714
1991;5;30;62;20.49761905;9.045238095
1991;5;31;71;20.89047619;12.99285714
1991;6;1;82;24.55238095;13.55238095
1991;6;2;64;24.30714286;9.195238095
1991;6;3;69;21.86190476;8.683333333
1991;6;4;65;18.74047619;11.07619048
1991;6;5;67;18.6547619;8.088095238
1991;6;6;67;24.95;7.480952381
1991;6;7;62;28.26666667;11.63571429
1991;6;8;65;26.66666667;14.72857143
1991;6;9;67;24.40952381;6.314285714
1991;6;10;64;29.31904762;14.73095238
1991;6;11;92;25.94761905;19.18095238
1991;6;12;77;21.81428571;11.94285714
1991;6;13;64;19.76904762;8.180952381
1991;6;14;69;24.03333333;7.078571429
1991;6;15;76;19.11666667;13.49285714
1991;6;16;71;17.06904762;12.22380952
1991;6;17;60;24.59285714;12.9547619
1991;6;18;64;29.05238095;12.9047619
1991;6;19;73;29.52857143;14.56190476
1991;6;20;77;28.32142857;17.99761905
1991;6;21;65;23.0452381;16.07142857
1991;6;22;79;21.01428571;8.50952381
1991;6;23;71;24.27857143;7.169047619
1991;6;24;71;26.29761905;8.792857143
1991;6;25;75;28.48809524;11.32619048
1991;6;26;74;29.40714286;15.11190476
1991;6;27;78;31.13809524;18.42857143
1991;6;28;92;31.60714286;20.9
1991;6;29;70;22.32142857;15.03571429
1991;6;30;64;22.2952381;13.34761905
1991;7;1;64;22.61666667;7.283333333
1991;7;2;64;24.97857143;7.769047619
1991;7;3;82;27.73095238;10.22142857
1991;7;4;75;27.63333333;13.47857143
1991;7;5;62;18.8;15.73571429
1991;7;6;67;25.74146341;14.78095238
1991;7;7;62;28.20731707;17.27804878
1991;7;8;71;23.93170732;16.95121951
1991;7;9;72;21.33658537;10.38780488
1991;7;10;71;23.00243902;10.31707317
1991;7;11;72;24.30731707;10.20243902
1991;7;12;74;25.82195122;10.05853659
1991;7;13;88;24.66;13.64634146
1991;7;14;88;26.4025;13.8575
1991;7;15;64;28.1025;11.815
1991;7;16;52;28.9425;12.99
1991;7;17;80;28.46;17.7975
1991;7;18;84;30.78;17.865
1991;7;19;56;32.85;18.9275
1991;7;20;76;33.3325;22.4675
1991;7;21;83;26.76097561;19.36585366
1991;7;22;60;24.96341463;12.24634146
1991;7;23;67;29.07073171;15.04634146
1991;7;24;85;26.7725;14.25853659
1991;7;25;66;28.1825;14.035
1991;7;26;87;26.6675;13.64
1991;7;27;78;25.065;12.2925
1991;7;28;74;25.94;9.6975
1991;7;29;71;27.9925;11.105
1991;7;30;69;28.515;12.825
1991;7;31;70;25.39756098;16.3275
1991;8;1;73;27.955;16.8975
1991;8;2;65;26.02051282;14.84871795
1991;8;3;69;27.58947368;12.69736842
1991;8;4;54;23.59210526;14.93947368
1991;8;5;54;18.34473684;15.01315789
1991;8;6;67;24.23421053;13.47368421
1991;8;7;68;26.88157895;12.08157895
1991;8;8;60;27.95789474;13.55263158
1991;8;9;74;25.07105263;14.38157895
1991;8;10;45;20.23684211;15.03684211
1991;8;11;68;24.25897436;15.18205128
1991;8;12;74;27.5025641;13.21025641
1991;8;13;78;29.825;15.93846154
1991;8;14;62;29.235;17.105
1991;8;15;71;28.635;16.49
1991;8;16;62;26.3475;18.2275
1991;8;17;65;30.47;16.4
1991;8;18;55;24.115;18.3525
1991;8;19;59;20.2175;13.5525
1991;8;20;54;23.395;9.985
1991;8;21;65;19.335;14.345
1991;8;22;71;25.48;14.3
1991;8;23;57;19.9825;12.5975
1991;8;24;62;20.865;7.4675
1991;8;25;59;25.01052632;6.607894737
1991;8;26;67;28.33684211;16.34736842
1991;8;27;86;29.96153846;20.75
1991;8;28;73;27.98461538;19.67692308
1991;8;29;68;29.5025641;15.1025641
1991;8;30;65;31.00263158;17.45
1991;8;31;88;19.20263158;13.64210526
1991;9;1;66;17.66;5.2325
1991;9;2;70;21.105;4.56
1991;9;3;86;25.855;8.245
1991;9;4;72;21.4025641;15.83846154
1991;9;5;59;24.2425;8.97
1991;9;6;77;24.8025;11.37
1991;9;7;78;24.69756098;11.4925
1991;9;8;63;25.24878049;9.973170732
1991;9;9;69;21.3775;5.2575
1991;9;10;61;24.0825;12.7025
1991;9;11;58;16.2975;9.2475
1991;9;12;69;17.2475;3.1325
1991;9;13;60;17.95128205;2.255
1991;9;14;68;20.5825;10.26923077
1991;9;15;62;18.89;8.892307692
1991;9;16;74;26.46666667;15.62820513
1991;9;17;70;23.92;17.84871795
1991;9;18;75;22.58780488;7.14
1991;9;19;66;15.235;10.165
1991;9;20;61;13.4775;0.970731707
1991;9;21;66;13.6825;1.214634146
1991;9;22;74;17.41707317;0.702439024
1991;9;23;65;15.88780488;6.843902439
1991;9;24;75;14.18780488;6.168292683
1991;9;25;64;9.77;6.451219512
1991;9;26;61;15.16585366;6.841463415
1991;9;27;68;11.5875;5.251219512
1991;9;28;78;9.248717949;4.025
1991;9;29;61;8.176923077;-0.979487179
1991;9;30;58;9.928205128;-3.128205128
1991;10;1;73;16.14878049;6.27
1991;10;2;80;20.48536585;8.165
1991;10;3;80;22.98780488;12.65
1991;10;4;70;18.17073171;10.55
1991;10;5;75;23.25365854;11.52
1991;10;6;67;13.57317073;8.7675
1991;10;7;56;8.556097561;2.855
1991;10;8;82;11.98536585;4.44E-17
1991;10;9;81;17.25853659;3.3075
1991;10;10;80;13.18292683;6.6
1991;10;11;83;10;3.745
1991;10;12;72;10.5804878;4.48
1991;10;13;64;8.463414634;0.9325
1991;10;14;78;9.704878049;-1.1525
1991;10;15;70;12.76829268;1.94
1991;10;16;69;11.81219512;4.93
1991;10;17;71;16.83658537;0.5225
1991;10;18;78;17.985;3.41
1991;10;19;68;6.8025;2.2
1991;10;20;68;6.1;-1.879487179
1991;10;21;65;10.315;-1.856410256
1991;10;22;64;13.5;4.502564103
1991;10;23;79;15.09;-1.21025641
1991;10;24;66;21.7425;6.202564103
1991;10;25;90;21.905;13.18717949
1991;10;26;68;18.9475;14.64615385
1991;10;27;69;16.83902439;6.846153846
1991;10;28;87;7.507317073;0.595
1991;10;29;66;7.007317073;-4.4075
1991;10;30;75;10.79512195;-3.335
1991;10;31;62;8.707317073;2.3525
1991;11;1;68;10.565;4.3
1991;11;2;78;10.9675;5.575
1991;11;3;64;7.355;1.7675
1991;11;4;52;3.514634146;-4.756097561
1991;11;5;83;3.329268293;-6.314634146
1991;11;6;69;6.06;-5.2325
1991;11;7;82;1.385;-2.6175
1991;11;8;72;0.805;-7.9175
1991;11;9;76;2.6975;-10.5875
1991;11;10;59;4.525641026;-9.641025641
1991;11;11;58;2.6825;-2.605
1991;11;12;80;2.5025;-1.7175
1991;11;13;72;3.12;-0.99
1991;11;14;69;7.17;-0.1125
1991;11;15;77;7.846153846;0.8375
1991;11;16;70;3.979487179;-1.387179487
1991;11;17;52;2.2975;-6.641025641
1991;11;18;83;6.47804878;-7.1125
1991;11;19;76;12.1902439;0.258536585
1991;11;20;78;18.07073171;7.592682927
1991;11;21;78;8.412195122;2.334146341
1991;11;22;77;6.385;-3.46097561
1991;11;23;69;8.0525;1.48
1991;11;24;69;8.3225;0.39
1991;11;25;77;1.5225;-2.1875
